,Indicator,Group,State_x,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,State_y,date,cases,state2
513,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,31.1,LA,2020-05-21,36490,Louisiana
514,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,36.0,LA,2020-05-21,36490,Louisiana
515,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,41.4,LA,2020-05-21,36490,Louisiana
516,Symptoms of Depressive Disorder,By State,Maine,Maine,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,18.5,ME,2020-05-21,1876,Maine
517,Symptoms of Anxiety Disorder,By State,Maine,Maine,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,24.5,ME,2020-05-21,1876,Maine
518,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,27.8,ME,2020-05-21,1876,Maine
519,Symptoms of Depressive Disorder,By State,Maryland,Maryland,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,22.9,MD,2020-05-21,43530,Maryland
520,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,25.8,MD,2020-05-21,43530,Maryland
521,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,31.6,MD,2020-05-21,43530,Maryland
522,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,20.3,MA,2020-05-21,90084,Massachusetts
523,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,25.5,MA,2020-05-21,90084,Massachusetts
524,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,29.5,MA,2020-05-21,90084,Massachusetts
525,Symptoms of Depressive Disorder,By State,Michigan,Michigan,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,25.1,MI,2020-05-21,53494,Michigan
526,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,27.5,MI,2020-05-21,53494,Michigan
527,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,32.8,MI,2020-05-21,53494,Michigan
528,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,17.7,MN,2020-05-21,18199,Minnesota
529,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,22.8,MN,2020-05-21,18199,Minnesota
530,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,26.1,MN,2020-05-21,18199,Minnesota
531,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,27.7,MS,2020-05-21,12220,Mississippi
532,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,31.9,MS,2020-05-21,12220,Mississippi
533,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,37.8,MS,2020-05-21,12220,Mississippi
534,Symptoms of Depressive Disorder,By State,Missouri,Missouri,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,24.3,MO,2020-05-21,12309,Missouri
535,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,29.0,MO,2020-05-21,12309,Missouri
536,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,32.9,MO,2020-05-21,12309,Missouri
537,Symptoms of Depressive Disorder,By State,Montana,Montana,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,22.2,MT,2020-05-21,479,Montana
538,Symptoms of Anxiety Disorder,By State,Montana,Montana,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,24.3,MT,2020-05-21,479,Montana
539,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,30.7,MT,2020-05-21,479,Montana
540,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,17.2,NE,2020-05-21,11252,Nebraska
541,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,22.6,NE,2020-05-21,11252,Nebraska
542,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,28.1,NE,2020-05-21,11252,Nebraska
543,Symptoms of Depressive Disorder,By State,Nevada,Nevada,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,27.1,NV,2020-05-21,7493,Nevada
544,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,35.6,NV,2020-05-21,7493,Nevada
545,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,40.7,NV,2020-05-21,7493,Nevada
546,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,22.2,NH,2020-05-21,3935,New Hampshire
547,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,24.6,NH,2020-05-21,3935,New Hampshire
548,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,31.1,NH,2020-05-21,3935,New Hampshire
549,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,22.9,NJ,2020-05-21,151463,New Jersey
550,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,26.2,NJ,2020-05-21,151463,New Jersey
551,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,31.1,NJ,2020-05-21,151463,New Jersey
552,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,28.7,NM,2020-05-21,6468,New Mexico
553,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,35.4,NM,2020-05-21,6468,New Mexico
554,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,39.1,NM,2020-05-21,6468,New Mexico
555,Symptoms of Depressive Disorder,By State,New York,New York,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,23.7,NY,2020-05-21,356527,New York
556,Symptoms of Anxiety Disorder,By State,New York,New York,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,30.6,NY,2020-05-21,356527,New York
557,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,34.4,NY,2020-05-21,356527,New York
558,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,22.1,NC,2020-05-21,20855,North Carolina
559,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,27.5,NC,2020-05-21,20855,North Carolina
560,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,32.3,NC,2020-05-21,20855,North Carolina
561,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,19.8,ND,2020-05-21,2188,North Dakota
562,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,22.1,ND,2020-05-21,2188,North Dakota
563,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,28.1,ND,2020-05-21,2188,North Dakota
564,Symptoms of Depressive Disorder,By State,Ohio,Ohio,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,27.4,OH,2020-05-21,30166,Ohio
565,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,29.8,OH,2020-05-21,30166,Ohio
566,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,34.6,OH,2020-05-21,30166,Ohio
567,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,27.5,OK,2020-05-21,5678,Oklahoma
568,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,27.3,OK,2020-05-21,5678,Oklahoma
569,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,32.8,OK,2020-05-21,5678,Oklahoma
570,Symptoms of Depressive Disorder,By State,Oregon,Oregon,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,24.2,OR,2020-05-21,3812,Oregon
571,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,32.1,OR,2020-05-21,3812,Oregon
572,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,35.3,OR,2020-05-21,3812,Oregon
573,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,25.9,PA,2020-05-21,65382,Pennsylvania
574,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,28.0,PA,2020-05-21,65382,Pennsylvania
575,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,33.9,PA,2020-05-21,65382,Pennsylvania
576,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,21.4,RI,2020-05-21,13571,Rhode Island
577,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,30.6,RI,2020-05-21,13571,Rhode Island
578,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,33.8,RI,2020-05-21,13571,Rhode Island
579,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,21.7,SC,2020-05-21,9378,South Carolina
580,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,27.0,SC,2020-05-21,9378,South Carolina
581,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,32.2,SC,2020-05-21,9378,South Carolina
582,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,25.8,SD,2020-05-21,4246,South Dakota
583,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,30.4,SD,2020-05-21,4246,South Dakota
584,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,36.3,SD,2020-05-21,4246,South Dakota
585,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,22.5,TN,2020-05-21,18728,Tennessee
586,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,29.6,TN,2020-05-21,18728,Tennessee
587,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,33.1,TN,2020-05-21,18728,Tennessee
588,Symptoms of Depressive Disorder,By State,Texas,Texas,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,28.8,TX,2020-05-21,52268,Texas
589,Symptoms of Anxiety Disorder,By State,Texas,Texas,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,32.6,TX,2020-05-21,52268,Texas
590,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,37.7,TX,2020-05-21,52268,Texas
591,Symptoms of Depressive Disorder,By State,Utah,Utah,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,24.9,UT,2020-05-21,7874,Utah
592,Symptoms of Anxiety Disorder,By State,Utah,Utah,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,25.5,UT,2020-05-21,7874,Utah
593,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,31.9,UT,2020-05-21,7874,Utah
594,Symptoms of Depressive Disorder,By State,Vermont,Vermont,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,19.4,VT,2020-05-21,950,Vermont
595,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,23.3,VT,2020-05-21,950,Vermont
596,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,28.8,VT,2020-05-21,950,Vermont
597,Symptoms of Depressive Disorder,By State,Virginia,Virginia,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,22.3,VA,2020-05-21,34131,Virginia
598,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,28.7,VA,2020-05-21,34131,Virginia
599,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,33.1,VA,2020-05-21,34131,Virginia
600,Symptoms of Depressive Disorder,By State,Washington,Washington,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,22.2,WA,2020-05-21,19115,Washington
601,Symptoms of Anxiety Disorder,By State,Washington,Washington,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,26.8,WA,2020-05-21,19115,Washington
602,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,31.8,WA,2020-05-21,19115,Washington
603,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,22.0,WV,2020-05-21,1589,West Virginia
604,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,34.5,WV,2020-05-21,1589,West Virginia
605,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,37.9,WV,2020-05-21,1589,West Virginia
606,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,20.8,WI,2020-05-21,15813,Wisconsin
607,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,24.7,WI,2020-05-21,15813,Wisconsin
608,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,28.9,WI,2020-05-21,15813,Wisconsin
609,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,18.8,WY,2020-05-21,800,Wyoming
610,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,24.0,WY,2020-05-21,800,Wyoming
611,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,1.0,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,28.3,WY,2020-05-21,800,Wyoming
612,Symptoms of Depressive Disorder,By State,Alabama,Alabama,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,28.4,AL,2020-05-28,16553,Alabama
613,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,31.6,AL,2020-05-28,16553,Alabama
614,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,37.5,AL,2020-05-28,16553,Alabama
615,Symptoms of Depressive Disorder,By State,Alaska,Alaska,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,24.4,AK,2020-05-28,425,Alaska
616,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,26.1,AK,2020-05-28,425,Alaska
617,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,31.6,AK,2020-05-28,425,Alaska
618,Symptoms of Depressive Disorder,By State,Arizona,Arizona,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,23.9,AZ,2020-05-28,17763,Arizona
619,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,27.9,AZ,2020-05-28,17763,Arizona
620,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,32.6,AZ,2020-05-28,17763,Arizona
621,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,28.9,AR,2020-05-28,6531,Arkansas
622,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,35.3,AR,2020-05-28,6531,Arkansas
623,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,39.0,AR,2020-05-28,6531,Arkansas
624,Symptoms of Depressive Disorder,By State,California,California,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,26.9,CA,2020-05-28,125525,California
625,Symptoms of Anxiety Disorder,By State,California,California,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,33.8,CA,2020-05-28,125525,California
626,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,38.6,CA,2020-05-28,125525,California
627,Symptoms of Depressive Disorder,By State,Colorado,Colorado,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,23.9,CO,2020-05-28,25121,Colorado
628,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,29.4,CO,2020-05-28,25121,Colorado
629,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,33.6,CO,2020-05-28,25121,Colorado
630,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,25.4,CT,2020-05-28,41559,Connecticut
631,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,26.7,CT,2020-05-28,41559,Connecticut
632,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,35.1,CT,2020-05-28,41559,Connecticut
633,Symptoms of Depressive Disorder,By State,Delaware,Delaware,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,20.7,DE,2020-05-28,9171,Delaware
634,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,26.2,DE,2020-05-28,9171,Delaware
635,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,30.3,DE,2020-05-28,9171,Delaware
636,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,21.3,DC,2020-05-28,8492,District of Columbia
637,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,28.2,DC,2020-05-28,8492,District of Columbia
638,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,33.0,DC,2020-05-28,8492,District of Columbia
639,Symptoms of Depressive Disorder,By State,Florida,Florida,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,29.6,FL,2020-05-28,53285,Florida
640,Symptoms of Anxiety Disorder,By State,Florida,Florida,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,33.8,FL,2020-05-28,53285,Florida
641,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,40.0,FL,2020-05-28,53285,Florida
642,Symptoms of Depressive Disorder,By State,Georgia,Georgia,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,24.5,GA,2020-05-28,45265,Georgia
643,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,31.7,GA,2020-05-28,45265,Georgia
644,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,34.9,GA,2020-05-28,45265,Georgia
645,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,17.0,HI,2020-05-28,646,Hawaii
646,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,20.7,HI,2020-05-28,646,Hawaii
647,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,1.0,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,26.1,HI,2020-05-28,646,Hawaii
